Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Sluis,355000.0,3.0,129.0,148.0,0,1,0,0,0,0,0,0,0,0,1
Gent,1770000.0,5.0,593.0,189.0,0,0,1,0,0,0,0,0,1,0,0
Assenede,439000.0,5.0,205.0,623.0,0,1,0,0,0,0,0,0,0,0,0
Zelzate,189000.0,3.0,140.0,156.0,0,1,0,0,0,0,0,0,1,0,1
Middelkerke,290000.0,3.0,249.0,497.0,0,1,0,0,0,1,0,0,1,0,1
Torhout,299000.0,4.0,121.0,80.0,0,0,1,0,0,0,0,0,0,0,0
Zedelgem,349000.0,2.0,208.0,650.0,0,1,0,0,0,1,0,0,0,0,0
Heers,325000.0,3.0,166.0,450.0,0,1,0,0,0,1,0,1,1,0,1
Torhout,225000.0,3.0,111.0,488.0,0,1,0,0,0,1,0,1,0,0,1
Dilsen-Stokkem,325000.0,3.0,191.0,1305.0,0,1,0,0,0,0,0,0,0,0,1
Retie,925000.0,4.0,399.0,970.0,0,1,0,0,0,0,0,0,1,1,0
Mons,975000.0,5.0,600.0,1447.0,0,0,1,0,0,0,0,0,0,1,0
Bertrix,750000.0,4.0,270.0,3000.0,0,1,0,0,0,1,0,1,0,0,0
Aalbeke,345000.0,3.0,250.0,527.0,0,1,0,0,0,0,0,1,1,0,0
Oostende,399000.0,6.0,400.0,135.0,0,1,0,0,0,0,0,0,0,0,1
Stekene,349000.0,2.0,124.0,697.0,0,1,0,0,0,1,0,1,0,0,0
Gilly,159000.0,2.0,92.0,184.0,0,1,0,0,0,0,0,0,1,0,0
Willebroek,219000.0,3.0,130.0,136.0,0,1,0,0,0,0,0,1,1,0,1
Lier,295000.0,4.0,115.0,99.0,0,1,0,0,0,1,0,0,1,0,1
PRESLES,409000.0,4.0,220.0,869.0,0,0,0,0,1,1,0,0,0,0,1
CHÂTELINEAU,189000.0,3.0,130.0,407.0,0,1,0,0,0,1,0,1,0,0,1
PIRONCHAMPS,189000.0,3.0,130.0,407.0,0,1,0,0,0,1,0,1,0,0,1
Tournai,192500.0,3.0,129.0,0.0,0,1,0,0,0,0,0,0,0,0,1
ISIÈRES,499000.0,4.0,243.0,2987.0,0,0,1,0,0,1,0,1,0,0,0
BROECHEM,411000.0,3.0,180.0,306.0,0,1,0,0,0,1,0,1,0,0,1
GRÂCE-HOLLOGNE,290000.0,3.0,142.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Héron,575000.0,4.0,530.0,2665.0,0,1,0,0,0,1,1,0,1,0,0
Charleroi Lodelinsart,249999.0,4.0,275.0,500.0,0,1,0,0,0,1,0,1,0,0,0
Tournai,155000.0,5.0,350.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Antoing,125000.0,3.0,103.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Dinant,100000.0,4.0,249.0,100.0,0,1,0,0,0,0,0,0,0,0,1
Dison,525000.0,3.0,758.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Aalst,298000.0,5.0,212.0,170.0,0,1,0,0,0,1,1,1,0,0,0
Chaumont-Gistoux,235000.0,1.0,70.0,104.0,0,1,0,0,0,1,0,0,1,0,0
Zele,290000.0,3.0,195.0,252.0,0,1,0,0,0,1,0,1,0,0,1
Koksijde,695000.0,4.0,592.0,592.0,0,0,0,0,1,0,0,0,1,0,0
Jodoigne,325000.0,4.0,160.0,236.0,0,1,0,0,0,1,0,1,0,0,0
Villers-deux-©glises,150000.0,1.0,155.0,180.0,0,1,0,0,0,0,0,0,1,0,1
Tournai,289000.0,3.0,187.0,988.0,0,1,0,0,0,1,0,1,0,0,0
Overijse,345000.0,3.0,110.0,570.0,0,1,0,0,0,0,0,0,1,0,1
Wavre,535000.0,3.0,142.0,1187.0,0,1,0,0,0,1,0,1,1,0,0
Hastière,132500.0,3.0,190.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Neder-over-Heembeek,795000.0,7.0,450.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Lasne,1680000.0,4.0,500.0,2400.0,0,0,0,0,1,1,0,1,1,0,0
Wavre,225000.0,1.0,125.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Wellin,190000.0,3.0,120.0,520.0,0,1,0,0,0,0,0,1,1,0,1
Poperinge,288644.0,3.0,126.0,160.0,0,1,0,0,0,1,0,0,0,0,0
Waremme,257000.0,3.0,159.0,157.0,0,1,0,0,0,0,0,1,0,0,0
LA LOUVIÈRE,259900.0,3.0,208.0,113.0,0,1,0,0,0,1,0,0,0,0,1
Chimay,120000.0,2.0,70.0,850.0,0,1,0,0,0,1,1,1,0,0,1
Couillet,115000.0,3.0,70.0,160.0,0,1,0,0,0,1,0,0,1,0,1
Beyne-Heusay,255000.0,3.0,140.0,1524.0,0,1,0,0,0,1,0,1,1,0,1
Vierves-sur-Viroin,55000.0,2.0,33.0,200.0,0,1,0,0,0,1,0,1,0,0,1
Genappe,635000.0,5.0,275.0,3370.0,0,0,0,0,1,1,0,1,1,0,0
Mellet,155000.0,2.0,110.0,150.0,0,1,0,0,0,1,0,0,1,0,0
Huy,179000.0,5.0,220.0,116.0,0,0,0,1,0,0,0,0,0,0,1
Hamoir,169000.0,2.0,100.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Anthisnes,225000.0,3.0,93.0,368.0,0,0,0,1,0,0,0,1,0,0,0
Herve,395000.0,4.0,166.0,1562.0,0,0,0,0,1,1,0,1,1,1,0
Molenbeek-St-Jean,319000.0,5.0,199.0,75.0,0,1,0,0,0,0,0,0,0,0,1
Liège,1190000.0,8.0,730.0,540.0,0,0,0,1,0,1,1,1,1,0,0
Liège,1190000.0,6.0,730.0,540.0,0,0,1,0,0,1,1,1,1,0,0
Anderlues,130000.0,2.0,146.0,347.0,0,1,0,0,0,0,0,0,0,0,1
Brasschaat,410000.0,3.0,200.0,525.0,0,1,0,0,0,1,0,0,1,0,0
Antwerpen,340000.0,3.0,85.0,270.0,0,1,0,0,0,0,0,0,1,0,1
Izegem,265000.0,4.0,260.0,500.0,0,1,0,0,0,0,1,1,1,0,1
Ruddervoorde,285000.0,3.0,138.0,1344.0,0,1,0,0,0,0,0,1,0,0,1
Flavion,295000.0,4.0,190.0,1458.0,0,0,0,0,1,1,0,1,1,0,0
Herentals,239000.0,2.0,84.0,60.0,0,1,0,0,0,1,1,0,0,0,0
Herentals,395000.0,4.0,241.0,1559.0,0,1,0,0,0,1,0,1,1,0,0
Woluwe-Saint-Lambert,830000.0,4.0,180.0,133.0,0,1,0,0,0,1,0,1,1,0,0
Brugge,1975000.0,1.0,304.0,190.0,0,0,1,0,0,1,0,1,0,0,0
Clermont,152000.0,3.0,113.0,286.0,0,1,0,0,0,1,0,1,0,0,1
PATURAGES,140000.0,2.0,150.0,235.0,0,1,0,0,0,0,0,0,0,0,0
Montegnée,229900.0,2.0,133.0,424.0,0,1,0,0,0,1,0,1,1,0,0
Putte,549000.0,5.0,275.0,2000.0,0,0,0,0,1,0,0,1,1,0,1
GENLY,155000.0,2.0,131.0,357.0,0,1,0,0,0,0,0,0,0,0,1
Hornu,100000.0,3.0,109.0,260.0,0,1,0,0,0,0,0,0,0,0,1
Lede,299000.0,3.0,165.0,356.0,0,1,0,0,0,0,0,1,1,0,0
Geel,249000.0,3.0,173.0,540.0,0,1,0,0,0,1,0,1,1,0,0
Libramont-Chevigny,349000.0,4.0,180.0,1489.0,0,1,0,0,0,1,0,0,0,0,1
TIELEN,399000.0,4.0,261.0,352.0,0,1,0,0,0,1,0,0,1,0,0
Arendonk,469000.0,2.0,457.0,825.0,1,0,0,0,0,0,1,0,1,0,0
Wavre,290000.0,3.0,145.0,0.0,0,1,0,0,0,1,0,1,1,0,1
Floreffe,365000.0,4.0,170.0,700.0,0,1,0,0,0,1,0,1,0,0,1
Anderlecht,399000.0,4.0,180.0,75.0,0,1,0,0,0,1,0,1,0,0,0
OOSTVLETEREN,215000.0,2.0,125.0,755.0,0,1,0,0,0,1,0,0,1,0,0
Leffinge,385000.0,3.0,169.0,696.0,0,1,0,0,0,1,0,1,1,0,0
Ittre,450000.0,5.0,200.0,300.0,0,1,0,0,0,1,0,1,1,0,0
Sars-la-Buissiere,479000.0,4.0,166.0,3990.0,0,1,0,0,0,1,0,1,1,0,1
Gembloux,230000.0,7.0,155.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Couillet,99000.0,2.0,131.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Wanze,289000.0,5.0,175.0,840.0,0,1,0,0,0,1,0,1,1,0,0
Boom,380000.0,4.0,140.0,150.0,0,1,0,0,0,1,0,1,1,0,0
Mortsel,350000.0,4.0,163.0,91.0,0,1,0,0,0,0,0,0,1,0,0
Boom,439000.0,4.0,217.0,169.0,0,1,0,0,0,1,0,1,0,0,0
Mouscron,159000.0,4.0,130.0,167.0,0,1,0,0,0,1,0,1,1,0,1
Lauwe,139000.0,3.0,150.0,175.0,0,1,0,0,0,1,0,1,0,0,0
Lauwe,139000.0,3.0,150.0,175.0,0,1,0,0,0,1,0,1,0,0,0
AUVELAIS,159000.0,2.0,110.0,357.0,0,1,0,0,0,1,0,0,1,0,1
Antwerpen,435000.0,3.0,200.0,200.0,0,1,0,0,0,0,1,1,1,0,1
BETEKOM,345000.0,3.0,340.0,760.0,0,1,0,0,0,0,0,1,1,0,1
Wolfsdonk (Aarschot),269000.0,3.0,185.0,811.0,0,1,0,0,0,0,0,0,0,0,1
Anderlecht,1100000.0,2.0,530.0,530.0,0,0,0,1,0,1,0,0,0,0,0
Ternat,599000.0,3.0,235.0,209.0,0,1,0,0,0,1,0,1,1,0,0
Oudenaarde,375000.0,3.0,248.0,1138.0,0,0,0,0,1,0,0,1,0,0,1
Everberg,850000.0,5.0,434.0,1409.0,0,0,0,0,1,1,1,0,1,0,0
Ans,249000.0,3.0,148.0,156.0,0,1,0,0,0,1,0,1,1,0,0
Attert,425000.0,4.0,208.0,277.0,0,1,0,0,0,0,0,1,1,0,0
Mettet,189000.0,3.0,162.0,110.0,0,1,0,0,0,1,0,1,0,0,1
Liege,299000.0,5.0,150.0,160.0,0,0,0,1,0,0,0,1,0,0,1
Pelt,950000.0,5.0,431.0,0.0,0,0,0,0,1,1,0,1,1,0,0
Sint-Kruis,274000.0,2.0,137.0,158.0,0,1,0,0,0,1,0,1,0,0,0
PUURS,279000.0,3.0,139.0,145.0,0,1,0,0,0,1,0,1,1,0,1
Turnhout,225000.0,2.0,125.0,115.0,0,1,0,0,0,1,0,1,1,0,1
Neupré,249000.0,3.0,185.0,535.0,0,1,0,0,0,1,0,0,0,0,0
THISNES,105000.0,2.0,110.0,450.0,0,1,0,0,0,0,0,0,1,0,1
Hannut,120000.0,2.0,80.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Brakel,337610.0,3.0,166.0,456.0,0,1,0,0,0,0,0,0,0,0,1
Brakel,375600.0,3.0,207.0,580.0,0,1,0,0,0,0,0,0,0,0,1
Wielsbeke,550153.0,3.0,203.0,800.0,0,1,0,0,0,0,0,0,0,0,1
ELEWIJT,598000.0,5.0,242.0,874.0,0,0,0,0,1,0,0,1,1,0,0
ENGIS,210000.0,2.0,90.0,0.0,0,0,0,1,0,0,0,1,0,0,0
Heers,410000.0,4.0,297.0,940.0,0,1,0,0,0,1,0,0,0,0,0
Charleroi Ransart,135000.0,2.0,120.0,280.0,0,1,0,0,0,1,0,0,1,0,1
Antwerpen,265000.0,3.0,130.0,107.0,0,1,0,0,0,1,0,0,1,0,1
BOEKT,260000.0,3.0,320.0,0.0,0,1,0,0,0,0,0,0,1,0,1
BOEKT,260000.0,3.0,324.0,0.0,0,1,0,0,0,0,0,0,1,0,1
BOEKT,260000.0,3.0,320.0,0.0,0,1,0,0,0,0,0,0,1,0,1
BOEKT,260000.0,3.0,324.0,0.0,0,1,0,0,0,0,0,0,1,0,1
Bièvre,160000.0,1.0,50.0,1600.0,0,1,0,0,0,1,0,1,1,0,0
Antwerpen,230000.0,2.0,175.0,84.0,0,1,0,0,0,0,1,1,0,0,1
Laeken,479000.0,3.0,200.0,100.0,0,1,0,0,0,1,0,1,1,0,0
Ghlin,215000.0,2.0,135.0,512.0,0,0,0,0,1,1,0,1,0,0,0
Fleurus Wanfercée-Baulet,70000.0,2.0,104.0,390.0,0,1,0,0,0,1,0,1,0,0,1
Hamme,219950.0,3.0,174.0,88.0,0,1,0,0,0,1,0,0,0,0,0
Jodoigne,265000.0,2.0,95.0,695.0,0,1,0,0,0,1,0,0,0,0,1
Lokeren,239000.0,3.0,160.0,336.0,0,1,0,0,0,1,0,0,0,0,0
Knokke,1360000.0,5.0,318.0,226.0,0,1,0,0,0,1,0,1,1,0,1
Zeebrugge,349000.0,3.0,172.0,360.0,0,1,0,0,0,1,0,1,1,0,1
Heist-aan-Zee,389000.0,4.0,175.0,80.0,0,1,0,0,0,0,0,1,1,0,1
Heist-aan-Zee,325000.0,2.0,160.0,125.0,0,1,0,0,0,1,0,0,0,0,1
Oostende,199900.0,2.0,153.0,0.0,0,1,0,0,0,1,0,0,1,0,1
Lokeren,395000.0,5.0,206.0,75.0,0,1,0,0,0,0,0,0,0,0,1
Oostakker,350000.0,3.0,144.0,443.0,0,0,0,0,1,0,0,0,1,0,0
Schepdaal,440000.0,4.0,228.0,513.0,0,1,0,0,0,1,0,1,0,0,0
Kortessem,365000.0,3.0,162.0,1101.0,0,1,0,0,0,1,0,0,1,0,0
Oudsbergen,245000.0,4.0,132.0,778.0,0,1,0,0,0,1,0,0,0,0,0
Cuesmes,85000.0,2.0,169.0,310.0,0,1,0,0,0,0,0,1,0,0,1
Oostakker,350000.0,3.0,144.0,443.0,0,0,0,0,1,0,0,0,1,0,0
Schepdaal,440000.0,4.0,228.0,513.0,0,1,0,0,0,1,0,1,0,0,0
Kortessem,365000.0,3.0,162.0,1101.0,0,1,0,0,0,1,0,0,1,0,0
Oudsbergen,245000.0,4.0,132.0,778.0,0,1,0,0,0,1,0,0,0,0,0
Cuesmes,85000.0,2.0,169.0,310.0,0,1,0,0,0,0,0,1,0,0,1
Heusden-Zolder,380000.0,4.0,293.0,2354.0,0,1,0,0,0,1,0,1,1,0,0
Harelbeke,385000.0,3.0,153.0,931.0,0,1,0,0,0,1,1,0,1,0,0
Menen,229000.0,4.0,186.0,220.0,0,1,0,0,0,1,0,0,1,0,0
Moen,315000.0,3.0,234.0,370.0,0,1,0,0,0,1,0,0,1,0,0
Lebbeke,265000.0,3.0,167.0,321.0,0,1,0,0,0,0,0,0,0,0,0
Hotton,85000.0,1.0,89.0,90.0,0,1,0,0,0,1,0,0,0,0,0
Ophasselt,239000.0,3.0,130.0,445.0,0,1,0,0,0,1,0,1,1,0,0
Beersel,620000.0,5.0,360.0,717.0,0,1,0,0,0,1,1,1,1,0,1
Hastière,29000.0,1.0,28.0,210.0,0,1,0,0,0,0,0,0,0,0,1
Ophoven,297500.0,3.0,222.0,972.0,0,1,0,0,0,0,0,0,0,0,1
Tienen,195000.0,2.0,91.0,169.0,0,1,0,0,0,1,0,1,1,0,0
Oedelem,435000.0,6.0,394.0,720.0,0,1,0,0,0,1,0,1,0,0,1
Gosselies,98000.0,2.0,91.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Zedelgem,449000.0,4.0,268.0,904.0,0,1,0,0,0,1,0,1,0,0,0
Middelkerke,220000.0,2.0,104.0,149.0,0,1,0,0,0,1,0,0,1,0,0
Ertvelde,230000.0,3.0,159.0,225.0,0,1,0,0,0,0,0,0,1,0,0
Waregem,353000.0,3.0,147.0,322.0,0,1,0,0,0,1,0,1,1,0,1
Jabbeke,260000.0,4.0,136.0,242.0,0,1,0,0,0,1,0,0,1,0,0
Charleroi,270000.0,2.0,125.0,336.0,0,0,0,1,0,1,0,0,1,0,0
Dessel,569000.0,5.0,400.0,1452.0,0,0,0,0,1,1,0,0,1,1,0
Mol,515000.0,5.0,364.0,903.0,0,0,0,0,1,1,0,0,1,0,0
Westmalle,1089000.0,4.0,559.0,3079.0,0,0,0,0,1,1,1,0,1,0,0
Zoersel,639000.0,3.0,242.0,2380.0,0,0,0,0,1,1,1,0,1,0,0
Waasmunster,449000.0,2.0,190.0,791.0,0,1,0,0,0,1,0,0,0,0,0
Roeselare,1450000.0,5.0,591.0,770.0,0,0,1,0,0,1,0,1,0,1,0
Ougrée,139000.0,2.0,90.0,200.0,0,1,0,0,0,0,0,1,1,0,1
Meise,360000.0,3.0,123.0,349.0,0,1,0,0,0,1,0,1,0,0,0
Antwerp,349500.0,3.0,226.0,114.0,0,1,0,0,0,1,0,1,0,0,0
Schoten,514000.0,4.0,232.0,265.0,0,1,0,0,0,1,0,1,1,0,0
Grez-Doiceau,475000.0,3.0,160.0,1576.0,0,1,0,0,0,0,1,0,1,0,1
Tournai,150000.0,3.0,152.0,229.0,0,1,0,0,0,1,0,1,0,0,0
Houthulst,175000.0,3.0,161.0,740.0,0,1,0,0,0,0,0,1,1,0,1
Marchin,359500.0,3.0,175.0,1498.0,0,1,0,0,0,1,0,1,1,0,0
Saint-Gilles,850000.0,6.0,330.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Dergneau,324000.0,3.0,186.0,1076.0,0,1,0,0,0,0,0,1,0,0,0
Beersel,385000.0,2.0,124.0,390.0,0,1,0,0,0,1,0,1,1,0,1
Dendermonde,329000.0,2.0,140.0,356.0,0,1,0,0,0,1,0,1,1,0,0
Menen,135000.0,4.0,95.0,169.0,0,1,0,0,0,1,0,1,1,0,0
Engis,149000.0,2.0,80.0,949.0,0,1,0,0,0,1,0,0,1,0,1
Liège 1,240000.0,5.0,224.0,168.0,0,1,0,0,0,0,0,1,0,0,1
Charleroi,150000.0,4.0,175.0,1210.0,0,1,0,0,0,0,0,0,0,0,1
MOORSELE,229000.0,3.0,185.0,240.0,0,1,0,0,0,1,0,1,1,0,0
Leernes,165000.0,2.0,110.0,211.0,0,1,0,0,0,1,0,0,0,0,0
Wilrijk,330000.0,2.0,96.0,208.0,0,1,0,0,0,0,0,1,1,0,1
Péruwelz,195000.0,2.0,105.0,605.0,0,1,0,0,0,1,0,1,0,0,1
Gent,365000.0,4.0,219.0,68.0,0,0,1,0,0,0,1,1,0,0,0
Eeklo,175000.0,2.0,75.0,50.0,0,1,0,0,0,1,0,1,0,0,0
Hoboken,340000.0,3.0,120.0,450.0,0,1,0,0,0,0,0,1,1,0,0
Lembeek,399000.0,3.0,129.0,129.0,0,1,0,0,0,0,0,1,1,0,0
GRÂCE-BERLEUR,275000.0,3.0,180.0,435.0,0,1,0,0,0,1,0,1,1,1,0
Zaventem,425000.0,3.0,170.0,690.0,0,1,0,0,0,1,0,1,0,0,0
Jodoigne,225000.0,3.0,120.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Bastogne,445000.0,5.0,226.0,1323.0,0,0,0,0,1,0,0,1,0,0,0
Blegny,179000.0,2.0,65.0,176.0,0,1,0,0,0,0,0,0,0,0,0
Meulebeke,259000.0,3.0,140.0,182.0,0,1,0,0,0,1,0,1,1,0,0
Geraardsbergen,449900.0,6.0,400.0,1730.0,1,0,0,0,0,1,0,0,0,0,0
Chaudfontaine Beaufays,710000.0,5.0,289.0,1900.0,0,1,0,0,0,1,0,1,1,0,0
ChÃtelet ChÃtelineau,99500.0,2.0,100.0,120.0,0,1,0,0,0,0,0,1,0,0,1
Zaventem Sterrebeek,495000.0,3.0,178.0,558.0,0,1,0,0,0,1,0,1,1,0,0
Anderlues,225000.0,2.0,145.0,1750.0,0,1,0,0,0,0,0,0,1,0,0
BONNEVILLE,165000.0,3.0,125.0,236.0,0,1,0,0,0,0,0,1,1,0,1
BONNEVILLE,165000.0,3.0,125.0,236.0,0,1,0,0,0,0,0,1,1,0,1
HERMALLE-SOUS-HUY,165000.0,2.0,95.0,550.0,0,1,0,0,0,0,0,1,1,0,0
Halle,378000.0,3.0,178.0,314.0,0,1,0,0,0,1,0,1,1,0,0
Gent,250000.0,2.0,86.0,36.0,0,1,0,0,0,0,0,1,0,0,0
Andenne,530000.0,8.0,515.0,4434.0,0,1,0,0,0,1,0,0,0,0,1
Charleroi,139000.0,5.0,178.0,0.0,0,1,0,0,0,0,0,1,1,0,1
PETIT-ENGHIEN,260000.0,3.0,120.0,327.0,0,1,0,0,0,0,0,1,0,0,0
Bekkevoort,279000.0,3.0,185.0,684.0,0,1,0,0,0,0,0,0,1,0,1
Liège,140000.0,2.0,178.0,218.0,0,0,0,1,0,0,0,0,1,0,1
Waterloo,695000.0,4.0,205.0,881.0,0,0,0,0,1,1,1,1,1,0,0
Tielt,99000.0,2.0,101.0,88.0,0,1,0,0,0,0,0,0,0,0,1
Ixelles,680000.0,3.0,180.0,60.0,0,1,0,0,0,1,0,1,0,0,0
Namur,239000.0,4.0,165.0,800.0,0,1,0,0,0,1,0,1,1,0,1
Overijse,545000.0,4.0,170.0,738.0,0,0,0,0,1,1,1,0,1,0,0
Verviers,240000.0,3.0,110.0,280.0,0,1,0,0,0,0,1,1,1,0,0
Landorp,454000.0,3.0,177.0,525.0,0,0,0,0,1,1,0,0,0,0,0
Charleroi Gilly,149000.0,4.0,255.0,350.0,0,1,0,0,0,0,0,1,0,0,1
Gerpinnes,89000.0,1.0,62.0,38.0,0,1,0,0,0,0,0,0,0,0,1
Lier,225000.0,2.0,90.0,54.0,0,1,0,0,0,0,0,0,0,0,0
Oud-Turnhout,269000.0,3.0,163.0,405.0,0,1,0,0,0,0,0,1,1,0,1
Brugge,1795000.0,3.0,175.0,386.0,0,0,0,1,0,1,0,1,1,0,1
Willebroek,394400.0,3.0,182.0,300.0,0,1,0,0,0,1,0,0,0,0,0
Beveren,352200.0,3.0,145.0,170.0,0,1,0,0,0,1,0,1,0,0,1
Balen,269000.0,4.0,163.0,1318.0,0,1,0,0,0,0,0,1,0,0,1
Wetteren,209000.0,2.0,81.0,110.0,0,1,0,0,0,1,0,1,0,0,1
Berlare,1150000.0,4.0,395.0,2270.0,0,0,0,0,1,1,0,1,0,0,0
Opzullik,230000.0,2.0,190.0,737.0,0,1,0,0,0,1,0,1,0,0,0
Malmedy,275000.0,3.0,248.0,2701.0,0,1,0,0,0,0,0,1,1,0,1
Jurbise Herchies,430000.0,4.0,287.0,2062.0,0,0,0,0,1,0,0,1,0,0,0
Fleurus Wanfercée-Baulet,269000.0,3.0,140.0,1370.0,0,1,0,0,0,1,0,1,0,0,0
Charleroi Gosselies,169000.0,4.0,235.0,180.0,0,0,1,0,0,0,0,1,1,0,1
Flémalle,219000.0,3.0,121.0,190.0,0,1,0,0,0,1,0,1,0,0,0
Liege,149000.0,2.0,77.0,196.0,0,1,0,0,0,1,0,0,1,0,0
Schilde,1650000.0,4.0,458.0,2231.0,0,1,0,0,0,1,0,1,0,1,0
Woluwe-Saint-Pierre,1650000.0,4.0,315.0,1236.0,0,1,0,0,0,1,0,1,1,0,1
Grace-Hollogne,190000.0,2.0,200.0,510.0,0,1,0,0,0,0,0,1,1,0,1
Mons Jemappes,145000.0,3.0,151.0,166.0,0,1,0,0,0,0,0,1,1,0,0
Lasne,800000.0,5.0,425.0,2000.0,0,0,0,0,1,1,0,1,0,0,0
Mouscron,169000.0,2.0,126.0,184.0,0,1,0,0,0,1,0,1,1,0,0
Mouscron,179000.0,2.0,146.0,115.0,0,1,0,0,0,1,0,1,1,0,0
Estaimpuis Néchin,140000.0,2.0,84.0,0.0,0,1,0,0,0,0,0,1,0,0,0
Willebroek,169000.0,3.0,100.0,395.0,0,1,0,0,0,1,0,0,0,0,1
Anzegem,149000.0,3.0,145.0,276.0,0,1,0,0,0,0,0,1,0,0,1
Schilde,899000.0,4.0,375.0,2841.0,0,1,0,0,0,0,0,1,0,0,1
Arsimont,189000.0,2.0,85.0,264.0,0,1,0,0,0,1,0,1,1,0,1
Quaregnon,75000.0,2.0,75.0,130.0,0,1,0,0,0,0,0,1,1,0,1
Bernissart Pommeroeul,145000.0,3.0,155.0,190.0,0,1,0,0,0,0,0,1,1,0,1
Marcinelle,225000.0,2.0,200.0,160.0,0,1,0,0,0,1,0,1,1,0,0
Jemeppe-sur-Sambre,145000.0,2.0,120.0,786.0,0,1,0,0,0,1,0,1,1,0,1
©louges,160000.0,3.0,217.0,371.0,0,1,0,0,0,0,0,1,1,0,1
Herstal,259000.0,4.0,105.0,359.0,0,1,0,0,0,1,0,1,1,0,0
ChÃtelet Bouffioulx,330000.0,4.0,203.0,0.0,0,0,0,0,1,1,0,1,1,0,1
Herstal,265000.0,5.0,209.0,430.0,0,1,0,0,0,1,0,1,1,0,0
Liège,155000.0,4.0,113.0,55.0,0,1,0,0,0,1,0,1,0,0,1
La Louvière,325000.0,3.0,139.0,0.0,0,0,0,1,0,0,0,0,0,0,0
Oosterzele,400561.0,3.0,186.0,282.0,0,1,0,0,0,0,0,1,1,0,0
Berchem-Sainte-Agathe,599000.0,5.0,239.0,579.0,0,1,0,0,0,1,0,1,1,0,0
Roosdaal,365000.0,5.0,150.0,269.0,0,1,0,0,0,1,0,1,0,0,0
Tienen,279000.0,3.0,172.0,655.0,0,1,0,0,0,1,0,1,1,0,0
Herent,355000.0,3.0,169.0,250.0,0,1,0,0,0,1,0,1,0,0,1
Aalst,330000.0,3.0,180.0,110.0,0,1,0,0,0,1,0,1,0,0,0
Aalst Moorsel,230000.0,3.0,184.0,253.0,0,1,0,0,0,0,0,1,0,0,0
Charleroi Dampremy,149000.0,5.0,150.0,320.0,0,1,0,0,0,1,0,1,1,0,0
Affligem Essene,339000.0,3.0,185.0,1050.0,0,1,0,0,0,1,0,1,1,0,1
Lokeren,287843.0,3.0,110.0,80.0,0,1,0,0,0,0,0,1,0,0,0
Lokeren,317721.0,4.0,134.0,91.0,0,1,0,0,0,0,0,1,0,0,0
ChÃtelet ChÃtelineau,115000.0,2.0,160.0,219.0,0,1,0,0,0,1,0,1,1,0,0
Mol,529500.0,4.0,307.0,1080.0,0,1,0,0,0,1,1,1,1,0,0
Viemme,170000.0,2.0,80.0,725.0,0,1,0,0,0,1,0,0,1,0,1
Saint-Georges-sur-Meuse,219000.0,3.0,115.0,1650.0,0,1,0,0,0,1,0,1,1,0,1
GIERLE,299000.0,4.0,333.0,330.0,0,1,0,0,0,0,0,0,1,0,1
Edegem,635000.0,4.0,190.0,425.0,0,1,0,0,0,1,0,1,1,0,1
Barvaux - Durbuy,379000.0,2.0,259.0,942.0,0,1,0,0,0,0,0,1,0,0,0
Lede,429000.0,4.0,350.0,510.0,0,0,0,0,1,1,0,1,0,0,0
Berlare Uitbergen,489000.0,4.0,200.0,879.0,0,1,0,0,0,1,0,1,1,1,1
Lede,449000.0,3.0,240.0,714.0,0,0,0,0,1,1,0,1,0,0,0
Nijlen,745000.0,3.0,350.0,2523.0,0,0,0,0,1,0,0,1,0,0,0
Willebroek,329000.0,4.0,160.0,0.0,0,1,0,0,0,1,0,0,1,0,0
Willebroek Blaasveld,289000.0,3.0,167.0,316.0,0,1,0,0,0,0,0,1,0,0,1
Bornem,349000.0,3.0,164.0,372.0,0,1,0,0,0,1,0,1,0,0,1
Sint-Pieters-Leeuw,270000.0,2.0,104.0,65.0,0,1,0,0,0,1,0,1,0,0,0
Woluwe-Saint-Lambert,800000.0,5.0,336.0,284.0,0,1,0,0,0,0,0,1,1,0,1
Bruxelles,1350000.0,3.0,522.0,0.0,0,0,0,1,0,0,0,0,0,0,0
Lierneux,350000.0,5.0,210.0,2200.0,0,1,0,0,0,1,0,1,0,1,0
Beerse,269000.0,4.0,195.0,450.0,0,1,0,0,0,0,0,0,0,0,1
Gooik,412521.0,3.0,137.0,181.0,0,1,0,0,0,0,0,1,0,0,0
