Location,Price,Number of bedrooms,Living area,Surface area land,Property subtype_FARMHOUSE,Property subtype_HOUSE,Property subtype_MANSION,Property subtype_MIXED_USE_BUILDING,Property subtype_VILLA,Kitchen equipped,Open fireplace,Terrace,Garden,Pool,Condition
Deerlijk,995000.0,4.0,600.0,1488.0,0,0,0,0,1,1,1,1,0,1,0
Deerlijk,995000.0,4.0,600.0,1488.0,0,0,0,0,1,1,1,1,0,1,0
BRAY,140000.0,3.0,227.0,270.0,0,1,0,0,0,0,0,1,0,0,1
Deerlijk,995000.0,4.0,600.0,1488.0,0,0,0,1,0,1,1,1,0,1,0
Deerlijk,995000.0,4.0,600.0,1488.0,0,0,0,1,0,1,1,1,0,1,0
Carnières,295000.0,5.0,382.0,1550.0,0,1,0,0,0,0,0,1,0,0,0
Mechelen,1300000.0,5.0,500.0,764.0,0,1,0,0,0,1,1,1,1,0,1
Kaprijke,361718.0,3.0,202.0,421.0,0,1,0,0,0,1,0,0,0,0,0
Kruibeke,295000.0,3.0,160.0,184.0,0,1,0,0,0,1,0,1,1,0,0
Menen,115000.0,2.0,100.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Warchin,225000.0,4.0,160.0,350.0,0,1,0,0,0,1,0,1,0,0,1
VARSENARE,425000.0,3.0,158.0,705.0,0,1,0,0,0,1,1,1,1,0,0
Zwevezele,339000.0,4.0,200.0,601.0,0,1,0,0,0,0,0,1,0,0,1
Tellin,335000.0,6.0,360.0,318.0,0,1,0,0,0,0,0,1,1,0,1
Rochefort,269000.0,5.0,239.0,0.0,0,1,0,0,0,1,0,1,0,0,1
Roeselare,243000.0,3.0,115.0,143.0,0,1,0,0,0,1,0,1,1,0,0
Balen,349000.0,3.0,235.0,1050.0,0,1,0,0,0,0,0,0,0,0,1
Temse,249000.0,2.0,284.0,137.0,0,1,0,0,0,0,0,0,0,0,0
Gent,850000.0,8.0,342.0,126.0,0,0,0,1,0,0,0,0,0,0,0
Schilde,2350000.0,5.0,600.0,4217.0,0,0,0,0,1,1,0,0,1,0,0
Mesen,279000.0,4.0,303.0,337.0,0,1,0,0,0,0,0,0,1,0,1
Bellefontaine,175000.0,3.0,135.0,444.0,0,1,0,0,0,0,0,0,0,0,1
Tienen,206000.0,4.0,121.0,400.0,0,1,0,0,0,0,0,0,1,0,0
Mariakerke,350000.0,3.0,245.0,0.0,0,1,0,0,0,1,1,1,0,0,0
Charleroi,475000.0,4.0,463.0,200.0,0,1,0,0,0,1,0,0,0,0,0
Charleroi,475000.0,4.0,463.0,200.0,0,1,0,0,0,1,0,0,0,0,0
POTTES,235000.0,4.0,89.0,2971.0,0,1,0,0,0,0,0,0,0,0,1
Kontich,300000.0,4.0,250.0,0.0,0,1,0,0,0,0,0,1,1,0,1
Namur,395000.0,4.0,162.0,456.0,0,0,0,0,1,1,1,1,1,0,0
Boussu,165000.0,4.0,159.0,370.0,0,1,0,0,0,1,0,1,0,0,0
Ronse,285000.0,4.0,254.0,367.0,0,1,0,0,0,0,0,0,0,0,1
Dendermonde,289000.0,2.0,175.0,321.0,0,1,0,0,0,1,1,1,1,0,0
Ghislenghien,252000.0,3.0,200.0,1060.0,0,1,0,0,0,1,0,0,0,0,0
Waregem,325000.0,2.0,120.0,326.0,0,1,0,0,0,0,0,0,0,0,0
Evere,549000.0,3.0,318.0,0.0,0,1,0,0,0,1,1,1,0,0,1
St-Léger,215000.0,3.0,140.0,112.0,0,1,0,0,0,0,0,1,0,0,0
Kortenaken Kersbeek-Miskom,429000.0,3.0,190.0,1520.0,0,1,0,0,0,1,0,1,1,0,0
Olen,255000.0,3.0,145.0,1281.0,0,1,0,0,0,0,0,0,0,0,1
Estaimpuis,95000.0,3.0,110.0,250.0,0,1,0,0,0,0,0,0,1,0,1
Schaerbeek,595000.0,5.0,221.0,0.0,0,1,0,0,0,1,1,0,1,0,1
Stekene,255000.0,3.0,189.0,315.0,0,1,0,0,0,1,0,1,1,0,0
Overijse,475000.0,4.0,203.0,342.0,0,1,0,0,0,1,0,1,0,0,0
Maldegem,279000.0,3.0,117.0,435.0,0,1,0,0,0,0,0,1,0,0,1
Roeselare,299000.0,3.0,201.0,1151.0,0,1,0,0,0,0,0,0,1,0,1
Dilbeek,356000.0,3.0,144.0,302.0,0,1,0,0,0,0,0,0,0,0,0
Woluwe-St-Pierre,1650000.0,7.0,550.0,440.0,0,0,1,0,0,1,1,1,1,0,0
Antwerp 6,200000.0,3.0,170.0,60.0,0,1,0,0,0,1,0,0,0,0,0
Virton,459000.0,7.0,450.0,400.0,0,0,1,0,0,1,0,0,0,0,0
Sint-Lievens-Houtem,219000.0,2.0,132.0,263.0,0,1,0,0,0,1,0,1,1,0,0
Heist-op-den-Berg,385000.0,3.0,133.0,2996.0,0,1,0,0,0,0,0,1,1,0,1
Herstal,367000.0,6.0,260.0,280.0,0,1,0,0,0,1,0,1,1,0,0
Oupeye,279000.0,4.0,163.0,2335.0,0,1,0,0,0,1,0,1,1,0,1
Saint-Gilles,849000.0,7.0,250.0,80.0,0,0,0,1,0,1,0,1,0,0,0
Zele,895000.0,3.0,432.0,1494.0,0,0,0,0,1,1,0,1,0,1,0
Rebecq,195000.0,3.0,190.0,235.0,0,1,0,0,0,0,0,1,0,0,1
Mons,199000.0,4.0,146.0,134.0,0,1,0,0,0,1,0,1,0,0,0
Vitrival,359000.0,2.0,138.0,1175.0,0,0,0,0,1,1,0,1,0,0,0
Ninove,330000.0,3.0,218.0,561.0,0,1,0,0,0,1,0,1,1,0,0
Beerse,465000.0,4.0,269.0,339.0,0,1,0,0,0,1,0,1,0,0,0
Geraardsbergen,175000.0,3.0,102.0,440.0,0,1,0,0,0,1,0,0,0,0,0
Angleur,179000.0,2.0,111.0,51.0,0,1,0,0,0,1,0,0,0,0,0
Saint-Gilles,680000.0,3.0,195.0,0.0,0,0,0,1,0,0,0,0,0,0,0
Dendermonde,268000.0,4.0,185.0,84.0,0,1,0,0,0,1,0,1,0,0,0
Boom,355000.0,3.0,181.0,83.0,0,1,0,0,0,0,0,1,0,0,0
Mons,190000.0,3.0,140.0,1160.0,0,1,0,0,0,1,0,1,0,0,0
Charleroi,80000.0,1.0,80.0,100.0,0,1,0,0,0,1,0,1,0,0,1
Kortenaken Hoeleden,399000.0,3.0,170.0,1331.0,0,1,0,0,0,1,0,1,1,0,0
Mons,185000.0,4.0,120.0,38.0,0,1,0,0,0,1,0,1,0,0,0
Charleroi,145000.0,2.0,109.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Courcelles,350000.0,4.0,235.0,0.0,0,0,0,0,1,1,0,1,1,0,0
Aarschot,380000.0,2.0,194.0,855.0,0,1,0,0,0,1,0,1,0,0,0
Holsbeek,650000.0,4.0,240.0,941.0,0,0,0,0,1,1,0,1,1,0,0
Quaregnon,165000.0,5.0,317.0,160.0,0,1,0,0,0,1,0,1,0,0,1
Aartselaar,379000.0,2.0,214.0,0.0,0,1,0,0,0,1,0,1,1,0,1
NeufchÃteau,220000.0,3.0,120.0,270.0,0,1,0,0,0,0,0,1,1,0,0
Ixelles,1450000.0,5.0,280.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Ransart,169900.0,3.0,164.0,263.0,0,1,0,0,0,0,0,1,1,0,1
Rekkem,175000.0,3.0,155.0,886.0,0,0,0,0,1,0,0,1,0,0,1
Herseaux,205000.0,3.0,129.0,350.0,0,1,0,0,0,1,0,1,0,0,0
Wavre,325000.0,2.0,108.0,698.0,0,0,0,0,1,1,0,1,1,0,0
Aalst,249000.0,3.0,135.0,158.0,0,1,0,0,0,1,0,1,0,0,0
Nidrum (Butgenbach),245000.0,3.0,140.0,433.0,0,1,0,0,0,0,0,1,1,0,0
Battice,530000.0,5.0,167.0,2055.0,0,1,0,0,0,0,0,1,1,0,1
Beernem,239000.0,3.0,140.0,464.0,0,1,0,0,0,0,0,0,0,0,1
Lochristi,620449.0,4.0,192.0,788.0,0,1,0,0,0,1,0,0,0,0,0
Geraardsbergen Viane,330000.0,4.0,224.0,1593.0,0,1,0,0,0,0,0,0,1,0,1
Zonhoven,378892.0,3.0,148.0,589.0,0,1,0,0,0,0,0,0,1,0,1
Zonhoven,368242.0,3.0,148.0,449.0,0,1,0,0,0,0,0,0,1,0,1
Zonhoven,358242.0,3.0,148.0,418.0,0,1,0,0,0,0,0,0,1,0,1
Zonhoven,359733.0,3.0,148.0,539.0,0,1,0,0,0,0,0,0,1,0,1
Seneffe,363695.0,3.0,127.0,775.0,0,1,0,0,0,1,0,0,0,0,0
Seneffe,329511.0,3.0,117.0,496.0,0,1,0,0,0,1,0,0,0,0,0
Jehay,229000.0,2.0,100.0,930.0,0,1,0,0,0,0,0,1,1,0,0
Wanze,330000.0,4.0,120.0,526.0,0,1,0,0,0,1,0,1,1,0,0
Montignies-sur-Sambre,199000.0,3.0,140.0,121.0,0,1,0,0,0,1,0,1,0,0,0
Wavre,682000.0,4.0,212.0,618.0,0,0,0,0,1,1,0,1,1,0,1
Wavre,673000.0,3.0,190.0,610.0,0,0,0,0,1,1,0,1,1,0,1
Wavre,697000.0,4.0,214.0,525.0,0,0,0,0,1,1,0,1,1,0,1
Jodoigne,275000.0,2.0,190.0,0.0,0,0,0,1,0,0,0,0,0,0,1
Rumst,249000.0,2.0,105.0,395.0,0,1,0,0,0,1,0,0,1,0,1
Wavre,1175000.0,4.0,519.0,842.0,0,0,0,1,0,1,0,1,0,0,0
Liège Jupillesur-Meuse,132000.0,3.0,105.0,65.0,0,1,0,0,0,0,0,0,0,0,0
Leopoldsburg,235000.0,2.0,123.0,0.0,0,1,0,0,0,1,0,0,1,0,0
Melle,498000.0,6.0,196.0,420.0,0,1,0,0,0,1,0,1,0,0,0
Lennik,389000.0,3.0,170.0,1917.0,0,1,0,0,0,1,0,1,0,0,1
Schilde,875000.0,5.0,350.0,3000.0,0,0,0,0,1,0,0,1,0,0,1
Tienen,278000.0,4.0,139.0,90.0,0,1,0,0,0,1,0,1,0,0,0
MELSELE,420000.0,3.0,192.0,223.0,0,1,0,0,0,1,0,1,1,0,0
SINT-PAUWELS,325000.0,3.0,135.0,237.0,0,1,0,0,0,1,0,1,1,0,0
Lier,385000.0,3.0,165.0,1288.0,0,1,0,0,0,1,0,1,0,0,1
Wichelen Schellebelle,229500.0,2.0,110.0,84.0,0,1,0,0,0,1,0,1,1,0,0
Aalst,385000.0,4.0,210.0,75.0,0,1,0,0,0,1,0,1,0,0,0
Zoersel,549000.0,3.0,206.0,532.0,0,1,0,0,0,1,0,1,1,1,0
Knokke-Heist,1645000.0,6.0,310.0,410.0,0,1,0,0,0,1,0,1,1,0,0
Laeken,315000.0,2.0,120.0,115.0,0,1,0,0,0,1,0,1,0,0,0
Sambreville,140000.0,2.0,200.0,106.0,0,0,0,1,0,1,0,0,0,0,1
Heverlee,595000.0,6.0,234.0,210.0,0,0,1,0,0,0,0,1,1,0,0
Schaerbeek,550000.0,6.0,250.0,270.0,0,1,0,0,0,1,0,1,1,0,1
Beringen,315000.0,2.0,141.0,962.0,0,1,0,0,0,1,0,0,0,0,1
Beringen,315000.0,2.0,141.0,943.0,0,1,0,0,0,1,0,0,0,0,1
Chaudfontaine,99000.0,2.0,80.0,135.0,0,1,0,0,0,1,0,1,0,0,1
Chaudfontaine Vaux-sous-Chèvremont,99000.0,2.0,70.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Trooz,109000.0,3.0,110.0,628.0,0,1,0,0,0,1,0,0,1,0,1
Bruxelles,375000.0,4.0,150.0,197.0,0,1,0,0,0,1,0,0,1,0,1
Kampenhout,959000.0,3.0,430.0,2038.0,0,0,0,0,1,1,0,1,0,1,0
Dendermonde Baasrode,280000.0,3.0,155.0,700.0,0,1,0,0,0,1,0,1,1,0,1
Sambreville Falisolle,215000.0,4.0,115.0,760.0,0,1,0,0,0,1,0,0,1,0,1
Eine,260000.0,3.0,222.0,368.0,0,1,0,0,0,0,0,1,1,0,1
Rijmenam,485000.0,3.0,185.0,339.0,0,1,0,0,0,1,0,0,1,0,1
Landen,211000.0,4.0,160.0,540.0,0,1,0,0,0,1,0,0,0,0,1
Maasmechelen,135000.0,3.0,200.0,283.0,0,1,0,0,0,0,0,0,0,0,1
Bredene,155000.0,2.0,38.0,38.0,0,1,0,0,0,0,0,1,0,0,0
Duffel,350000.0,4.0,230.0,260.0,0,1,0,0,0,1,0,1,0,0,1
Merelbeke,309000.0,3.0,145.0,190.0,0,1,0,0,0,0,0,0,1,0,1
Moorslede,269000.0,4.0,219.0,746.0,0,1,0,0,0,0,0,0,0,0,1
Tienen,149000.0,2.0,105.0,910.0,0,1,0,0,0,1,0,0,1,0,1
Waardamme,469000.0,5.0,261.0,826.0,0,1,0,0,0,0,0,1,1,0,0
Oostrozebeke,175000.0,5.0,160.0,340.0,0,1,0,0,0,0,0,0,1,0,1
Lendelede,228000.0,4.0,165.0,425.0,0,1,0,0,0,0,0,0,1,0,1
Turnhout,169000.0,1.0,85.0,133.0,0,1,0,0,0,1,1,0,1,0,1
Dworp,325000.0,3.0,213.0,523.0,0,1,0,0,0,1,0,1,0,0,1
Mechelen,448000.0,4.0,163.0,380.0,0,1,0,0,0,0,0,1,1,1,0
Eeklo,235000.0,4.0,180.0,120.0,0,1,0,0,0,1,0,1,0,0,1
Hasselt,495000.0,4.0,277.0,544.0,0,1,0,0,0,1,0,0,1,0,0
Houthalen-Helchteren,279000.0,4.0,175.0,855.0,0,1,0,0,0,1,0,0,0,0,1
Lummen,339000.0,5.0,191.0,1170.0,0,1,0,0,0,1,0,0,1,0,1
Knokke-Zoute,695000.0,3.0,150.0,117.0,0,1,0,0,0,1,0,1,1,0,0
Diksmuide,270000.0,3.0,176.0,155.0,0,1,0,0,0,0,0,0,0,0,0
Lanaken,355000.0,4.0,243.0,972.0,0,1,0,0,0,0,0,0,0,0,1
Ingelmunster,175000.0,3.0,122.0,330.0,0,1,0,0,0,0,0,0,1,0,0
Ingelmunster,199500.0,3.0,123.0,371.0,0,1,0,0,0,0,0,1,1,0,0
Maldegem,1100000.0,5.0,443.0,2310.0,0,0,0,0,1,0,1,1,1,0,1
Izegem,349000.0,3.0,160.0,194.0,0,1,0,0,0,1,0,0,0,0,0
Deerlijk,175000.0,2.0,174.0,184.0,0,1,0,0,0,0,0,0,0,0,1
Beveren,268000.0,3.0,185.0,1010.0,0,1,0,0,0,0,0,1,1,0,0
Paal,300000.0,4.0,230.0,814.0,0,1,0,0,0,1,0,0,0,0,1
Gent,327500.0,3.0,115.0,115.0,0,1,0,0,0,0,0,1,0,0,1
Blankenberge,375000.0,2.0,141.0,390.0,0,1,0,0,0,0,0,0,1,0,1
Harelbeke,165000.0,3.0,145.0,500.0,0,1,0,0,0,0,0,1,0,0,1
Zele,349000.0,5.0,178.0,480.0,0,1,0,0,0,0,0,1,0,0,1
Oudegem,525000.0,5.0,292.0,881.0,0,1,0,0,0,0,0,1,0,0,0
ChÃtelineau,109000.0,3.0,82.0,121.0,0,1,0,0,0,1,0,1,1,0,1
Anderlues,239000.0,2.0,207.0,161.0,0,1,0,0,0,0,0,0,1,0,1
Kortenberg,562716.0,3.0,162.0,1683.0,0,1,0,0,0,0,0,0,0,0,1
Veltem-Beisem,536641.0,3.0,110.0,980.0,0,1,0,0,0,0,0,0,0,0,1
Aalst,139000.0,2.0,130.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Boom,299000.0,4.0,165.0,163.0,0,1,0,0,0,0,0,0,0,0,1
Opwijk,645000.0,4.0,225.0,1500.0,0,0,0,0,1,1,1,1,1,0,0
Oostende,579000.0,4.0,448.0,448.0,0,1,0,0,0,0,1,1,0,0,1
Edegem,945000.0,5.0,330.0,515.0,0,1,0,0,0,0,0,1,1,0,1
Wielsbeke,250000.0,4.0,250.0,660.0,0,1,0,0,0,0,1,0,0,0,1
Heist-op-den-Berg,349000.0,3.0,139.0,362.0,0,1,0,0,0,0,0,1,1,0,0
Namur,475000.0,6.0,280.0,508.0,0,0,1,0,0,1,1,1,0,0,0
Merksem,359000.0,3.0,130.0,168.0,0,1,0,0,0,1,0,0,0,0,0
Asse,299000.0,4.0,327.0,611.0,0,1,0,0,0,0,0,0,0,0,1
Geraardsbergen,272000.0,3.0,187.0,432.0,0,1,0,0,0,1,1,1,1,0,0
Borsbeek,315000.0,3.0,138.0,195.0,0,1,0,0,0,1,1,0,1,0,1
Mortsel,435000.0,3.0,246.0,402.0,0,1,0,0,0,1,0,1,1,0,1
Ekeren,395000.0,5.0,242.0,300.0,0,1,0,0,0,0,1,0,0,0,1
Herzele,298500.0,3.0,376.0,1900.0,0,1,0,0,0,1,1,0,1,0,1
Bertrix,100000.0,2.0,120.0,170.0,0,1,0,0,0,0,0,0,1,0,1
Hasselt,349000.0,3.0,200.0,320.0,0,1,0,0,0,0,0,0,0,0,0
Ronse,179500.0,4.0,123.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Gent,445445.0,4.0,275.0,146.0,0,0,1,0,0,0,0,0,0,0,0
Maldegem,150000.0,2.0,113.0,39.0,0,1,0,0,0,0,0,0,0,0,1
Kruibeke,610000.0,3.0,156.0,1259.0,0,1,0,0,0,1,0,0,1,1,0
Wevelgem,325000.0,3.0,150.0,330.0,0,1,0,0,0,1,0,1,1,0,0
Saint-Georges-sur-Meuse,289000.0,3.0,211.0,622.0,0,1,0,0,0,1,0,1,1,0,0
Borgloon,245000.0,3.0,135.0,306.0,0,1,0,0,0,1,0,1,1,0,0
Maasmechelen,239000.0,3.0,157.0,345.0,0,1,0,0,0,0,0,1,0,0,0
Harelbeke,129000.0,2.0,87.0,44.0,0,1,0,0,0,1,0,0,0,0,1
Zottegem,495000.0,5.0,336.0,702.0,0,1,0,0,0,1,0,1,1,0,0
Dilsen-Stokkem,595000.0,5.0,287.0,1270.0,0,1,0,0,0,0,0,0,0,0,1
Sint Pieters Leeuw,625000.0,3.0,245.0,717.0,0,0,0,0,1,1,0,1,0,0,0
Oostrozebeke,175000.0,2.0,123.0,231.0,0,1,0,0,0,0,0,0,1,0,1
Vilvoorde,345000.0,3.0,282.0,177.0,0,1,0,0,0,0,0,0,1,0,1
Sombreffe,320000.0,3.0,140.0,0.0,0,1,0,0,0,1,0,0,0,0,1
Tremelo,235000.0,2.0,140.0,782.0,0,1,0,0,0,1,0,0,1,0,1
Knokke,695000.0,3.0,150.0,117.0,0,1,0,0,0,1,0,1,0,0,0
Lommel,575000.0,5.0,474.0,0.0,0,0,0,0,1,1,1,0,1,0,1
Beveren,775000.0,5.0,530.0,1537.0,0,1,0,0,0,0,0,0,1,0,1
Sleidinge,399000.0,4.0,270.0,659.0,0,1,0,0,0,0,0,0,0,0,1
Oudenaarde,595000.0,4.0,345.0,0.0,0,1,0,0,0,0,1,0,1,0,1
De Haan,228000.0,3.0,85.0,205.0,0,1,0,0,0,1,1,1,1,0,0
KEMZEKE,298000.0,3.0,148.0,241.0,0,1,0,0,0,1,0,1,0,0,0
Schoten,385000.0,4.0,175.0,215.0,0,1,0,0,0,0,1,1,1,0,0
Gent,290000.0,3.0,132.0,62.0,0,1,0,0,0,1,0,0,0,0,0
Leuze-En-Hainaut,239000.0,2.0,190.0,396.0,0,1,0,0,0,0,0,0,0,0,1
Leuze-En-Hainaut,239000.0,2.0,190.0,396.0,0,1,0,0,0,0,0,0,0,0,1
Leuze-En-Hainaut,239000.0,2.0,190.0,396.0,0,0,0,0,1,0,0,0,0,0,1
Leuze-En-Hainaut,239000.0,2.0,190.0,396.0,0,0,0,0,1,0,0,0,0,0,1
Amay,185000.0,3.0,105.0,1078.0,0,1,0,0,0,0,0,0,0,0,1
Genappe,675000.0,4.0,286.0,2470.0,0,1,0,0,0,1,0,1,1,0,0
Essen,319000.0,2.0,175.0,896.0,0,1,0,0,0,0,0,1,1,0,0
Ixelles,570000.0,5.0,180.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Écaussinnes,210000.0,3.0,107.0,125.0,0,1,0,0,0,1,1,1,1,0,0
Herstal,190000.0,3.0,117.0,120.0,0,1,0,0,0,0,0,1,1,0,0
Wommelgem,575000.0,3.0,228.0,820.0,0,0,0,0,1,1,0,1,1,0,0
Forest,1450000.0,9.0,640.0,1000.0,0,0,1,0,0,1,0,1,1,0,1
Roeselare,475000.0,4.0,353.0,1230.0,0,1,0,0,0,0,0,1,0,0,0
Veldegem,415000.0,4.0,158.0,324.0,0,1,0,0,0,1,0,1,1,0,0
Gerpinnes,615000.0,3.0,204.0,865.0,0,0,0,0,1,1,0,1,0,0,0
Menen,136500.0,2.0,88.0,60.0,0,1,0,0,0,1,0,1,0,0,0
Willebroek (Willebroek),332410.0,3.0,153.0,218.0,0,1,0,0,0,0,0,1,1,0,1
Saint-Georges-sur-Meuse,200000.0,4.0,180.0,742.0,0,1,0,0,0,0,0,1,0,0,1
Pont-à-Celles,295000.0,4.0,180.0,310.0,0,1,0,0,0,1,0,1,1,0,0
Liege,205000.0,3.0,140.0,95.0,0,1,0,0,0,1,0,0,0,0,0
REKKEM,175000.0,3.0,155.0,886.0,0,1,0,0,0,0,0,0,0,0,1
Charleroi Mont-sur-Marchienne,369000.0,3.0,247.0,1575.0,0,1,0,0,0,1,0,1,0,0,0
Watermael-Boitsfort,735000.0,3.0,185.0,127.0,0,1,0,0,0,1,1,1,1,0,0
Binche,165000.0,3.0,182.0,240.0,0,1,0,0,0,1,0,0,0,0,0
Flemalle,159000.0,2.0,85.0,299.0,0,1,0,0,0,0,0,0,1,0,1
Sint-Niklaas,435000.0,4.0,220.0,0.0,0,1,0,0,0,1,0,1,1,0,0
Izegem,399750.0,7.0,260.0,604.0,0,0,0,1,0,0,0,1,0,0,0
Izegem,399750.0,7.0,260.0,604.0,0,1,0,0,0,0,0,1,0,0,0
Aartselaar,399000.0,3.0,174.0,259.0,0,1,0,0,0,1,0,0,1,0,0
Aarschot,299000.0,3.0,132.0,398.0,0,1,0,0,0,1,0,1,1,0,0
Comblain-au-Pont,145000.0,5.0,277.0,541.0,0,1,0,0,0,0,0,0,0,0,1
Zele,359000.0,7.0,298.0,337.0,0,1,0,0,0,0,0,1,0,0,1
Libramont-Chevigny,369000.0,4.0,184.0,1000.0,0,1,0,0,0,1,0,1,0,0,0
DONSTIENNES,195000.0,3.0,140.0,233.0,0,1,0,0,0,0,0,1,0,0,0
Grimbergen,950000.0,3.0,340.0,1460.0,0,0,0,0,1,1,1,1,1,0,0
Lede,525000.0,3.0,228.0,1410.0,0,1,0,0,0,1,0,0,1,0,0
Villers-la-Ville,120000.0,2.0,1189.0,1189.0,0,1,0,0,0,0,0,0,1,0,1
Ronquieres,250000.0,2.0,166.0,380.0,0,1,0,0,0,1,0,0,1,0,1
Haneffe,235000.0,3.0,160.0,432.0,0,1,0,0,0,0,0,1,0,0,0
Stabroek,325000.0,3.0,175.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Charleroi,235000.0,3.0,173.0,347.0,0,1,0,0,0,1,0,1,1,0,0
BRUXELLES,305000.0,3.0,135.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Oud-Turnhout,299000.0,4.0,186.0,750.0,0,1,0,0,0,1,0,0,1,0,0
Turnhout,275000.0,3.0,152.0,300.0,0,1,0,0,0,1,0,0,1,0,1
SINT-AMANDSBERG,219000.0,2.0,87.0,48.0,0,1,0,0,0,0,0,0,0,0,1
Sint-Niklaas,295000.0,6.0,214.0,167.0,0,1,0,0,0,1,0,0,1,0,0
Maurage,62500.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Hornu,79000.0,4.0,144.0,170.0,0,1,0,0,0,1,0,0,0,0,1
Stekene,325000.0,3.0,197.0,471.0,0,1,0,0,0,1,0,0,0,0,0
Limbourg,495000.0,4.0,183.0,1209.0,0,0,0,0,1,1,0,1,0,0,1
Hombourg,355000.0,3.0,150.0,1027.0,0,0,0,0,1,0,0,0,0,0,0
Roeselare,110000.0,3.0,147.0,65.0,0,1,0,0,0,1,0,0,0,0,0
Nieuwpoort,295000.0,4.0,210.0,235.0,0,1,0,0,0,1,0,1,1,0,1
Zoersel,450000.0,4.0,178.0,1034.0,0,1,0,0,0,1,0,0,0,0,0
Temse,319000.0,4.0,202.0,595.0,0,1,0,0,0,0,0,0,1,0,0
Hannut,448000.0,3.0,193.0,1616.0,0,0,0,0,1,0,0,1,1,0,0
Sint-Pieters-Leeuw,320000.0,3.0,127.0,468.0,0,1,0,0,0,0,0,0,0,0,1
NIJLEN,249000.0,1.0,120.0,250.0,0,1,0,0,0,0,0,0,0,0,1
Antwerp,209000.0,3.0,160.0,58.0,0,1,0,0,0,0,0,0,0,0,1
Antwerp,289000.0,3.0,80.0,31.0,0,1,0,0,0,1,0,0,0,0,0
Evergem,350000.0,3.0,140.0,150.0,0,1,0,0,0,1,0,0,1,0,0
MELSELE,210000.0,2.0,105.0,211.0,0,1,0,0,0,0,0,1,0,0,1
BAASRODE,249900.0,3.0,170.0,479.0,0,1,0,0,0,0,1,1,1,0,1
SCHIPLAKEN,499000.0,4.0,205.0,930.0,0,1,0,0,0,0,1,1,0,0,0
WOLKRANGE,659000.0,5.0,310.0,700.0,0,1,0,0,0,1,0,0,1,0,0
Bouillon,270500.0,3.0,130.0,1160.0,0,1,0,0,0,1,0,0,0,0,1
SCHAFFEN,350000.0,4.0,168.0,1484.0,0,1,0,0,0,1,0,1,1,0,0
Ekeren,249000.0,3.0,129.0,148.0,0,1,0,0,0,0,0,1,0,0,1
FLAWINNE,275000.0,3.0,180.0,1000.0,0,1,0,0,0,1,0,1,0,0,1
Boom,245000.0,2.0,146.0,72.0,0,1,0,0,0,1,0,1,1,0,0
Zoutleeuw,180000.0,3.0,134.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Nieuwerkerken,245000.0,3.0,176.0,0.0,0,1,0,0,0,0,0,1,0,0,1
Haillot,275000.0,4.0,271.0,972.0,0,1,0,0,0,0,0,1,0,0,0
Huy,169000.0,3.0,200.0,0.0,0,1,0,0,0,0,0,0,0,0,1
Waterloo,725000.0,4.0,193.0,600.0,0,0,0,0,1,0,0,1,0,0,1
Genappe,290000.0,5.0,190.0,240.0,0,1,0,0,0,0,0,1,1,0,1
Cuesmes,175000.0,3.0,112.0,130.0,0,1,0,0,0,0,0,0,0,0,0
FONTAINE-L'ÉVÊQUE,306350.0,5.0,311.0,4238.0,0,1,0,0,0,1,0,0,0,0,0
Waterloo,645000.0,6.0,350.0,600.0,0,1,0,0,0,0,0,0,1,0,0
FONTAINE-L'ÉVÊQUE,410000.0,5.0,311.0,4238.0,0,1,0,0,0,1,0,0,0,0,0
Ransart,168000.0,3.0,144.0,378.0,0,1,0,0,0,0,0,0,0,0,0
Lessines,195000.0,3.0,130.0,95.0,0,1,0,0,0,1,0,1,0,0,0
Steenokkerzeel,349000.0,3.0,165.0,380.0,0,1,0,0,0,0,0,0,0,0,1
AUVELAIS,195000.0,3.0,120.0,1000.0,0,0,0,0,1,0,0,0,0,0,1
Nivelles,250000.0,2.0,112.0,986.0,0,1,0,0,0,0,0,1,1,0,1
FALISOLLE,299000.0,4.0,180.0,250.0,0,1,0,0,0,1,0,1,0,0,1
BUZET,250000.0,2.0,112.0,986.0,0,1,0,0,0,0,0,1,1,0,1
Oudenaarde,425000.0,4.0,192.0,1189.0,0,1,0,0,0,1,0,0,1,0,0
Gits,725000.0,3.0,309.0,3866.0,0,1,0,0,0,1,0,1,1,0,0
SOLRE-SUR-SAMBRE,135000.0,4.0,146.0,410.0,0,1,0,0,0,0,0,0,0,0,1
Mettet,315000.0,3.0,147.0,1900.0,0,0,0,0,1,1,0,1,1,0,1
Grez-Doiceau,450000.0,5.0,260.0,3000.0,0,1,0,0,0,0,1,1,1,0,1
Hulste,225000.0,4.0,131.0,0.0,0,1,0,0,0,0,0,0,0,0,1
